IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi1g59720.1|pacid:21823229	2.658522598	13.09444719	0.357025986	7.446299988	9.60E-14	1.65E-12		"Protein of unknown function, DUF584"	"DUF584 domain containing protein, putative, expressed"
bradi1g59740.1|pacid:21816337	1.256933628	44.30215671	0.20826389	6.035293139	1.59E-09	1.75E-08	"GO:0005524,GO:0009029,GO:0009245"	tetraacyldisaccharide 4\'-kinase family protein	"tetraacyldisaccharide 4-kinase, putative, expressed"
bradi1g59780.1|pacid:21817603	1.165134067	11.37905661	0.379198031	3.072626888	0.002121836	0.007388776		Pentatricopeptide repeat (PPR) superfamily protein	"pentatricopeptide containing protein, putative, expressed"
bradi1g59820.1|pacid:21815381	1.494480699	12.43787196	0.412614819	3.621975342	0.000292362	0.001281209	GO:0005488	Concanavalin A-like lectin family protein	"legume lectins beta domain containing protein, putative, expressed"
bradi1g59870.1|pacid:21821658	-1.276894012	1460.773711	0.121203259	-10.53514582	5.95E-26	2.30E-24	"GO:0042823,GO:0009228"	Aldolase-type TIM barrel family protein	"SOR/SNZ family protein, putative, expressed"
bradi1g60000.1|pacid:21816218	-1.366796445	2.71326488	0.515872023	-2.64948744	0.008061397	0.023422009			expressed protein
bradi1g60110.1|pacid:21820699	1.578565109	89.10338127	0.154356832	10.22672656	1.51E-24	5.47E-23	"GO:0046873,GO:0030001,GO:0055085,GO:0016020"	zinc transporter 11 precursor	"metal cation transporter, putative, expressed"
bradi1g60130.1|pacid:21822798	1.559252617	97.77342844	0.170707079	9.134082918	6.60E-20	1.83E-18	"GO:0004176,GO:0006508"	ATP-dependent protease La (LON) domain protein	"ATP-dependent protease, putative, expressed"
bradi1g60140.1|pacid:21815736	1.237889598	0.830292365	0.502083271	2.465506561	0.013681967	0.036811493		GRAS family transcription factor	"nodulation-signaling pathway 1 protein, putative, expressed"
bradi1g60170.1|pacid:21818428	-1.005778011	24.75208117	0.291069467	-3.455456941	0.000549361	0.002256296	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"tyrosine protein kinase domain containing protein, putative, expressed"
bradi1g60410.1|pacid:21820574	-4.582443008	103.4734327	0.229546713	-19.96300863	1.16E-88	3.09E-86	"GO:0004553,GO:0005975"	O-Glycosyl hydrolases family 17 protein	"glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
bradi1g60470.1|pacid:21815608	-2.861846595	6.152772148	0.468401525	-6.109814857	9.97E-10	1.13E-08			expressed protein
bradi1g60490.2|pacid:21822907	-2.156472191	5.28399386	0.467794954	-4.60986629	4.03E-06	2.63E-05		cold regulated gene 27	expressed protein
bradi1g60540.1|pacid:21822028	1.266065187	53.89676911	0.177890596	7.117100151	1.10E-12	1.71E-11	"GO:0004392,GO:0006788,GO:0055114"	heme oxygenase 2	"heme oxygenase 2, putative, expressed"
bradi1g60600.1|pacid:21818464	-1.052272565	273.122963	0.13485191	-7.803171395	6.04E-15	1.16E-13	"GO:0004185,GO:0006508"	serine carboxypeptidase-like 51	"OsSCP18 - Putative Serine Carboxypeptidase homologue, expressed"
bradi1g60637.1|pacid:21815974	2.090792566	5.048932072	0.463271343	4.513105755	6.39E-06	4.00E-05		Tetratricopeptide repeat (TPR)-like superfamily protein	"tetratricopeptide-like helical, putative, expressed"
bradi1g60740.2|pacid:21817642	-1.062813161	503.8536455	0.097622523	-10.88696668	1.33E-27	5.64E-26	GO:0005515	"transferases, transferring glycosyl groups"	"OsFBO14 - F-box and other domain containing protein, expressed"
bradi1g60810.1|pacid:21822813	-1.167271352	5.261441205	0.440076181	-2.652430196	0.007991465	0.023249498	GO:0008233	alpha/beta-Hydrolases superfamily protein	"hydrolase protein, putative, expressed"
bradi1g60846.1|pacid:21815280	-1.062141043	2892.998101	0.159602523	-6.654913867	2.83E-11	3.82E-10		dentin sialophosphoprotein-related	expressed protein
bradi1g60950.1|pacid:21821229	-1.304821222	25.68430372	0.339039942	-3.848576709	0.000118806	0.000574493	"GO:0003824,GO:0005992"	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	"uncharacterized glycosyl hydrolase Rv2006/MT2062, putative, expressed"
bradi1g61110.1|pacid:21822065	-1.678595225	58.6988816	0.282273146	-5.946705344	2.74E-09	2.92E-08		basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"helix-loop-helix DNA-binding domain containing protein, expressed"
bradi1g61407.1|pacid:21819634	1.001800362	26.06782016	0.259800282	3.856040315	0.000115238	0.000559017	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 709, subfamily B, polypeptide 1"	"cytochrome P450, putative, expressed"
bradi1g61420.1|pacid:21819399	1.341208268	102.7113888	0.128727345	10.41898493	2.03E-25	7.62E-24	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 709, subfamily B, polypeptide 2"	"cytochrome P450, putative, expressed"
bradi1g61460.1|pacid:21819664	-1.356260706	1.432664621	0.52462022	-2.58522385	0.009731579	0.027575359	GO:0016021	Low temperature and salt responsive protein family	"OsRCI2-4 - Putative low temperature and salt responsive protein, expressed"
bradi1g61600.1|pacid:21822660	1.271407344	1.466157589	0.517971265	2.454590494	0.014104516	0.037774032			
bradi1g61690.1|pacid:21818086	1.211344391	29.85781893	0.30228477	4.00729548	6.14E-05	0.000317684	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"tyrosine protein kinase domain containing protein, putative, expressed"
bradi1g61764.2|pacid:21815428	1.036334309	49.4966526	0.19866548	5.216479017	1.82E-07	1.49E-06			expressed protein
bradi1g61980.1|pacid:21822590	-1.305080421	14.2868871	0.350328975	-3.725299684	0.000195083	0.000893632		RNI-like superfamily protein	"OsFBL41 - F-box domain and LRR containing protein, expressed"
bradi1g62270.1|pacid:21821046	-2.573829484	2.932153246	0.521613989	-4.934356701	8.04E-07	5.88E-06	"GO:0055085,GO:0016021"	calcium exchanger 7	"sodium/calcium exchanger protein, putative, expressed"
bradi1g62340.1|pacid:21814793	1.04869207	82.59821505	0.138106771	7.593342937	3.12E-14	5.60E-13		SAC3/GANP/Nin1/mts3/eIF-3 p25 family	"SAC3/GANP family protein, putative, expressed"
bradi1g62370.1|pacid:21819393	1.147965952	48.15851429	0.189171941	6.068373264	1.29E-09	1.44E-08		zinc finger (C3HC4-type RING finger) family protein	"zinc finger protein, putative, expressed"
bradi1g62400.1|pacid:21815702	-1.325845098	225.8339959	0.167942203	-7.894651115	2.91E-15	5.75E-14	"GO:0016161,GO:0000272"	beta-amylase 3	"beta-amylase, putative, expressed"
bradi1g62420.1|pacid:21820302	-1.48399211	1112.492659	0.131466582	-11.28797969	1.50E-29	7.12E-28	GO:0005515	B-box type zinc finger protein with CCT domain	"CCT/B-box zinc finger protein, putative, expressed"
bradi1g62440.1|pacid:21822794	1.416596807	8.476784335	0.414119523	3.420743837	0.000624501	0.002525141	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	expressed protein
bradi1g62450.1|pacid:21821717	1.032648288	11.62752429	0.36367794	2.839458141	0.004519022	0.01424937	GO:0005515	F-box family protein	"OsFBX238 - F-box domain containing protein, expressed"
bradi1g62490.1|pacid:21815024	1.544427579	2.917772165	0.503836223	3.065336526	0.002174252	0.007546942	GO:0008270	CHY-type/CTCHY-type/RING-type Zinc finger protein	"RING finger and CHY zinc finger domain-containing protein 1, putative, expressed"
bradi1g62520.1|pacid:21823155	-1.185233449	159.0418409	0.175903246	-6.737985101	1.61E-11	2.23E-10	"GO:0004806,GO:0006629"	alpha/beta-Hydrolases superfamily protein	"lipase precursor, putative, expressed"
bradi1g62660.2|pacid:21816453	1.384824382	136.9296392	0.236852255	5.846785711	5.01E-09	5.14E-08	"GO:0046872,GO:0030001"	Heavy metal transport/detoxification superfamily protein 	"heavy metal-associated domain containing protein, expressed"
bradi1g62860.1|pacid:21816010	1.579375714	571.0187772	0.144907388	10.89920765	1.16E-27	4.95E-26		Dormancy/auxin associated family protein	"auxin-repressed protein, putative, expressed"
bradi1g62890.1|pacid:21823742	-3.71048958	225.6252371	0.206957959	-17.9287117	7.04E-72	1.21E-69	GO:0016021	Nodulin MtN3 family protein	"nodulin MtN3 family protein, putative, expressed"
bradi1g62957.1|pacid:21815186	-1.363129565	249.0409121	0.162863329	-8.369775876	5.77E-17	1.30E-15	"GO:0009058,GO:0005985"	sucrose synthase 3	"sucrose synthase, putative, expressed"
bradi1g63080.1|pacid:21819067	1.15325136	4032.75061	0.108983037	10.58193455	3.61E-26	1.42E-24	"GO:0004672,GO:0005524,GO:0006468,GO:0007165"	SOS3-interacting protein 1	"CAMK_KIN1/SNF1/Nim1_like.16 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
bradi1g63100.2|pacid:21822854	-1.778997037	310.8968341	0.087139527	-20.41550039	1.22E-92	3.77E-90	"GO:0015079,GO:0071805,GO:0016020"	potassium transporter 2	"potassium transporter, putative, expressed"
bradi1g63140.1|pacid:21822545	-1.565554971	76.04698895	0.196717904	-7.958375609	1.74E-15	3.50E-14	GO:0005783	Reticulon family protein	"reticulon domain containing protein, putative, expressed"
bradi1g63480.1|pacid:21818391	-1.477233776	192.6535891	0.151280715	-9.764851881	1.59E-22	5.19E-21		calmodulin like 42	"OsCML27 - Calmodulin-related calcium sensor protein, expressed"
bradi1g63560.1|pacid:21815971	-1.382854207	34.67703097	0.223080858	-6.198892285	5.69E-10	6.64E-09	"GO:0004553,GO:0005975"	glycosyl hydrolase 9A1	"endoglucanase, putative, expressed"
bradi1g63585.1|pacid:21821643	1.596482148	4.062150503	0.490750489	3.253144285	0.001141355	0.004277331		O-fucosyltransferase family protein	"auxin-independent growth promoter protein, putative, expressed"
bradi1g63640.1|pacid:21819187	-1.753648599	1530.473913	0.083242442	-21.06676057	1.61E-98	5.49E-96	"GO:0045454,GO:0015035,GO:0009055,GO:0006662"	atypical CYS  HIS rich thioredoxin 4	"thioredoxin, putative, expressed"
bradi1g63650.1|pacid:21821500	1.140732653	29.03868211	0.24297738	4.694810089	2.67E-06	1.80E-05	"GO:0000166,GO:0046872,GO:0003824,GO:0008152"	aminophospholipid ATPase 1	"phospholipid-transporting ATPase, putative, expressed"
bradi1g63810.1|pacid:21819040	-4.703326395	139.4003	0.25067521	-18.76263075	1.53E-78	3.09E-76	GO:0031072	DNAJ-like 20	"chaperone protein dnaJ, putative, expressed"
bradi1g63910.1|pacid:21814998	-1.448393518	19.48206181	0.37057771	-3.908474473	9.29E-05	0.000460823	"GO:0003700,GO:0043565,GO:0006355"	WRKY family transcription factor	"WRKY55, expressed"
bradi1g64010.1|pacid:21820803	-1.46079085	418.1446363	0.166454542	-8.775914631	1.70E-18	4.28E-17	"GO:0004672,GO:0005524,GO:0006468,GO:0007165"	CBL-interacting protein kinase 3	"CAMK_KIN1/SNF1/Nim1_like.2 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
bradi1g64110.5|pacid:21822945	-1.040561471	124.4357965	0.146271999	-7.113880173	1.13E-12	1.74E-11		non-intrinsic ABC protein 9	"ABC transporter, ATP-binding protein, putative, expressed"
bradi1g64120.1|pacid:21821121	-2.426121712	2948.570039	0.138855477	-17.47227957	2.33E-68	3.72E-66	GO:0016757	galactinol synthase 1	"glycosyl transferase 8 domain containing protein, putative, expressed"
bradi1g64140.1|pacid:21815435	-1.478562676	30.69190653	0.214708111	-6.886384807	5.72E-12	8.30E-11	GO:0003677	myb domain protein 112	"MYB family transcription factor, putative, expressed"
bradi1g64200.1|pacid:21822993	1.118464833	10.09421739	0.424775395	2.633073493	0.008461604	0.024405914			expressed protein
bradi1g64280.1|pacid:21817312	-2.171235025	59.76525043	0.372832558	-5.823619689	5.76E-09	5.86E-08		Ca2+-binding protein 1	"EF hand family protein, putative, expressed"
bradi1g64290.1|pacid:21816343	-2.018508931	70.12729964	0.323307544	-6.243309099	4.28E-10	5.09E-09		Ca2+-binding protein 1	"EF hand family protein, putative, expressed"
bradi1g64470.1|pacid:21815436	-2.387267829	13.869196	0.388422614	-6.146057788	7.94E-10	9.10E-09		TRICHOME BIREFRINGENCE-LIKE 6	" proteins of unknown function domain containing protein, expressed"
bradi1g64630.1|pacid:21820122	-1.187596433	96.81556709	0.26261327	-4.52222553	6.12E-06	3.85E-05	"GO:0003824,GO:0008152"	acyl-activating enzyme 7	"AMP-binding enzyme, putative, expressed"
bradi1g64700.1|pacid:21822293	-2.010339096	6.645147617	0.434165386	-4.630353222	3.65E-06	2.40E-05		Protein of unknown function (DUF1645)	expressed protein
bradi1g64710.1|pacid:21815480	-2.044218439	7.862898132	0.449138048	-4.55142566	5.33E-06	3.39E-05			"long cell-linked locus protein, putative, expressed"
bradi1g64730.2|pacid:21822905	-1.081747923	44.24765932	0.18673863	-5.792844903	6.92E-09	6.95E-08		Protein of unknown function (DUF3511)	expressed protein
bradi1g64830.1|pacid:21819887	-2.427627831	77.77730501	0.263177214	-9.22430858	2.85E-20	8.09E-19	GO:0016757	galacturonosyltransferase-like 7	"glycosyl transferase 8 domain containing protein, putative, expressed"
bradi1g64840.1|pacid:21819755	2.133779099	4.814697357	0.499695614	4.27015775	1.95E-05	0.000112192		aminoacyl-tRNA ligases;ATP binding;nucleotide binding	expressed protein
bradi1g64950.1|pacid:21820100	-1.02860128	29.8865923	0.354277364	-2.903378497	0.003691602	0.011969776	"GO:0016758,GO:0016021"	xylosyltransferase 1	"glycosyltransferase, putative, expressed"
bradi1g64970.1|pacid:21815889	-1.473545328	3.633679208	0.471154073	-3.12752327	0.001762859	0.006276562		PLAC8 family protein	"SAG20, putative, expressed"
bradi1g64980.1|pacid:21814818	1.10261573	412.3572372	0.100819674	10.93651356	7.71E-28	3.31E-26		senescence associated gene 20	"wound-induced protein WI12, putative, expressed"
bradi1g65010.1|pacid:21817102	1.064417694	6.4879997	0.42797591	2.487097216	0.01287902	0.035000902		SCAR homolog 2	expressed protein
bradi1g65130.1|pacid:21819936	-2.012897284	42.3563517	0.215104443	-9.357767116	8.14E-21	2.40E-19	"GO:0006952,GO:0009607"	Polyketide cyclase/dehydrase and lipid transport superfamily protein	"cyclase/dehydrase family protein, putative, expressed"
bradi1g65157.1|pacid:21817943	-1.090705851	47.94035318	0.237781489	-4.587009087	4.50E-06	2.90E-05		"Protein of unknown function, DUF538"	"DUF538 domain containing protein, putative, expressed"
bradi1g65300.1|pacid:21815825	1.014394188	24.41056423	0.252756509	4.013325673	5.99E-05	0.00031024	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase, putative, expressed"
bradi1g65360.1|pacid:21820116	-1.212531452	1.967620983	0.513862968	-2.359639684	0.018292693	0.047045473	"GO:0006904,GO:0016192"	Sec1/munc18-like (SM) proteins superfamily	"Sec1 family transport protein, putative, expressed"
bradi1g65440.1|pacid:21820581	-1.946673567	152.305548	0.181951491	-10.6988602	1.03E-26	4.13E-25	"GO:0000287,GO:0030976,GO:0003824"	Thiamine pyrophosphate dependent pyruvate decarboxylase family protein	"pyruvate decarboxylase isozyme 2, putative, expressed"
bradi1g65510.1|pacid:21816521	-1.18502025	69.38863522	0.183117799	-6.471354803	9.71E-11	1.25E-09		Mitochondrial substrate carrier family protein	"mitochondrial carrier protein, putative, expressed"
bradi1g65520.1|pacid:21815328	-1.064678996	16.68778096	0.277610314	-3.835156485	0.000125484	0.000602181	GO:0003824	Protein phosphatase 2C family protein	"protein phosphatase 2C, putative, expressed"
bradi1g65700.3|pacid:21818138	1.395416682	63.13706837	0.160885491	8.673353188	4.20E-18	1.02E-16		alpha/beta-Hydrolases superfamily protein	"hydrolase, alpha/beta fold family protein, putative, expressed"
bradi1g65750.1|pacid:21815406	-1.14582656	27.38399986	0.330765386	-3.464167072	0.000531876	0.002194487	"GO:0015018,GO:0016020"	Nucleotide-diphospho-sugar transferases superfamily protein	"glycosyltransferase family 43 protein, putative, expressed"
bradi1g65767.1|pacid:21821986	-1.402080542	14.06389263	0.401448985	-3.492549721	0.000478433	0.001996003	"GO:0006810,GO:0005622"		"phosphatidylinositol transfer protein alpha isoform, putative, expressed"
bradi1g65780.1|pacid:21817716	-4.290647109	1532.865087	0.14629972	-29.32778766	4.59E-189	4.55E-186	GO:0016021	Low temperature and salt responsive protein family	"OsRCI2-5 - Putative low temperature and salt responsive protein, expressed"
bradi1g65930.1|pacid:21815767	1.156977639	5.092228788	0.433267829	2.670352058	0.007577175	0.022230194	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"serine/threonine-protein kinase, putative, expressed"
bradi1g65950.2|pacid:21822537	-1.024559351	302.9025503	0.075465193	-13.57658167	5.51E-42	4.19E-40	"GO:0016780,GO:0008654,GO:0016020"	phosphatidylglycerolphosphate synthase 1	"CDP-alcohol phosphatidyltransferase, putative, expressed"
bradi1g65970.1|pacid:21820796	-1.134460772	5.670284977	0.483090102	-2.34834199	0.018857198	0.048321723		P-loop containing nucleoside triphosphate hydrolases superfamily protein	"signal recognition particle receptor subunit beta, putative, expressed"
bradi1g66030.1|pacid:21816181	-1.219722389	4037.310154	0.109278607	-11.1615843	6.29E-29	2.86E-27		glutathione transferase lambda 1	"IN2-1 protein, putative, expressed"
bradi1g66227.1|pacid:21817813	-1.522319399	11.13898554	0.331555645	-4.591444669	4.40E-06	2.85E-05	"GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058,GO:0008831,GO:0045226"	UDP-glucuronic acid decarboxylase 1	"NAD dependent epimerase/dehydratase family domain containing protein, expressed"
bradi1g66250.1|pacid:21823169	-1.342288323	173.847023	0.25122595	-5.342952515	9.14E-08	7.82E-07			expressed protein
bradi1g66280.1|pacid:21821591	3.904589255	40.91217607	0.408276235	9.563596705	1.14E-21	3.53E-20		Plant protein 1589 of unknown function	"plant-specific domain TIGR01589 family protein, expressed"
bradi1g66527.1|pacid:21821972	2.823106982	20.38275539	0.372143825	7.5860643	3.30E-14	5.90E-13	"GO:0000902,GO:0005524"	heat shock protein 70	"DnaK family protein, putative, expressed"
bradi1g66570.1|pacid:21816033	-1.367067858	1.217585679	0.5200457	-2.628745624	0.008570044	0.024693537			
bradi1g66580.1|pacid:21818997	-2.744964983	7802.935753	0.130617882	-21.01523112	4.76E-98	1.58E-95			expressed protein
bradi1g66590.1|pacid:21820003	-2.781337221	8788.808984	0.131595886	-21.1354421	3.76E-99	1.33E-96	"GO:0000902,GO:0005524"	heat shock protein 70	"DnaK family protein, putative, expressed"
